,Map,Pokemon,DexID,MinLvl,MaxLvl,Item,Member,Tier,Type,Path,Time,Level,base_map,Map_x,Region,MaxMinLvl,IsHighestMin,HighestMinCount,IsRepellable,Repel
2054,Lost Tower 4F,Misdreavus,200,17,27,,,Uncommon,Land,sprites/misdreavus.png,M/D/Ni,17-27,Lost Tower,,,17,True,6,False,
2055,Lost Tower 4F,Haunter,93,17,27,,,Common,Land,sprites/haunter.png,M/D/Ni,17-27,Lost Tower,,,17,True,6,False,
2056,Lost Tower 4F,Golett,622,17,27,,Required,Rare,Land,sprites/golett.png,Ni,17-27,Lost Tower,,,17,True,6,False,
2057,Lost Tower 4F,Duskull,355,17,27,,,Uncommon,Land,sprites/duskull.png,M/D/Ni,17-27,Lost Tower,,,17,True,6,False,
2058,Meteor Falls 1F 1R,Zubat,41,19,25,,,Common,Land,sprites/zubat.png,M/D/Ni,19-25,Meteor Falls,,,24,False,6,False,
2059,Meteor Falls 1F 1R,Golbat,42,19,25,,,Common,Land,sprites/golbat.png,M/D/Ni,19-25,Meteor Falls,,,24,False,6,False,
2060,Meteor Falls 1F 1R,Clefairy,35,19,25,Moon Stone,,Common,Land,sprites/clefairy.png,M/D/Ni,19-25,Meteor Falls,,,24,False,6,False,
2061,Meteor Falls 1F 1R,Graveler,75,19,23,Hard Stone,,Common,Land,sprites/graveler.png,M/D/Ni,19-23,Meteor Falls,,,24,False,6,False,
2062,Meteor Falls 1F 1R,Druddigon,621,24,26,Dragon Fang,Required,Rare,Land,sprites/druddigon.png,M/D/Ni,24-26,Meteor Falls,,,24,True,1,False,
2063,Meteor Falls 1F 1R,Solrock,338,19,25,Sun Stone,,Rare,Land,sprites/solrock.png,M/D,19-25,Meteor Falls,,,24,False,6,False,
2064,Meteor Falls 1F 1R,Lunatone,337,19,25,Moon Stone,,Rare,Land,sprites/lunatone.png,Ni,19-25,Meteor Falls,,,24,False,6,False,
2065,Mirage Island Summit,Zubat,41,65,70,Passho Berry,,Common,Land,sprites/zubat.png,D,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2066,Mirage Island Summit,Pikachu,25,65,70,Yache Berry,,Uncommon,Land,sprites/pikachu.png,M/Ni,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2067,Mirage Island Summit,Gastly,92,65,70,Passho Berry,,Common,Land,sprites/gastly.png,M/Ni,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2068,Mirage Island Summit,Buneary,427,65,70,Shuca Berry,,Uncommon,Land,sprites/buneary.png,D,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2069,Mirage Island Summit,Staravia,397,65,70,Occa Berry,,Common,Land,sprites/staravia.png,D,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2070,Mirage Island Summit,Budew,406,65,70,Shuca Berry,,Uncommon,Land,sprites/budew.png,M/Ni,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2071,Mirage Island Summit,Buizel,418,65,70,Sitrus Berry,,Uncommon,Land,sprites/buizel.png,D,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2072,Mirage Island Summit,Abra,63,65,70,TwistedSpoon,,Uncommon,Land,sprites/abra.png,M/Ni,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2073,Mirage Island Summit,Bunnelby,659,65,70,Silk Scarf,,Rare,Land,sprites/bunnelby.png,D,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2074,Mirage Island Summit,Joltik,595,65,70,SilverPowder,,Rare,Land,sprites/joltik.png,M/Ni,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2075,Mirage Island Summit,Litwick,607,65,70,Smoke Ball,,Rare,Land,sprites/litwick.png,M/Ni,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2076,Mirage Island Summit,Magneton,82,65,70,Occa Berry,,Common,Land,sprites/magneton.png,M/Ni,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2077,Mirage Island Summit,Rufflet,627,65,70,Sharp Beak,,Rare,Land,sprites/rufflet.png,D,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2078,Mirage Island Summit,Zorua,570,65,70,Black Glasses,,Rare,Land,sprites/zorua.png,M/Ni,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2079,Mirage Island Summit,Bibarel,400,65,70,Yache Berry,,Common,Land,sprites/bibarel.png,D,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2080,Mirage Island Summit,Jangmo-o,782,65,70,Dragon Fang,,Rare,Land,sprites/jangmo-o.png,D,65-70,Mirage Island Summit,Mirage Island Summit,,65,True,16,False,
2081,Mt. Summer 3F 2 2,Zubat,41,20,26,,,Common,Land,sprites/zubat.png,M/D/Ni,20-26,Mt. Summer,,,20,True,11,False,
2082,Mt. Summer 3F 2 2,Golbat,42,20,26,,,Common,Land,sprites/golbat.png,M/D/Ni,20-26,Mt. Summer,,,20,True,11,False,
2083,Mt. Summer 3F 2 2,Cubone,104,20,26,,,Uncommon,Land,sprites/cubone.png,M/D/Ni,20-26,Mt. Summer,,,20,True,11,False,
2084,Mt. Summer 3F 2 2,Slugma,218,20,26,,,Common,Land,sprites/slugma.png,M/D/Ni,20-26,Mt. Summer,,,20,True,11,False,
2085,Mt. Summer 3F 2 2,Dunsparce,206,20,26,,,Common,Land,sprites/dunsparce.png,M/D/Ni,20-26,Mt. Summer,,,20,True,11,False,
2086,Mt. Summer 3F 2 2,Woobat,527,20,26,,,Rare,Land,sprites/woobat.png,M/D/Ni,20-26,Mt. Summer,,,20,True,11,False,
2087,Mt. Summer 3F 2 2,Whismur,293,20,26,,,Common,Land,sprites/whismur.png,M/D/Ni,20-26,Mt. Summer,,,20,True,11,False,
2088,Mt. Summer 3F 2 2,Whismur,293,20,26,,,Uncommon,Land,sprites/whismur.png,M/D/Ni,20-26,Mt. Summer,,,20,True,11,False,
2089,Mt. Summer 3F 2 2,Loudred,294,20,26,,,Uncommon,Land,sprites/loudred.png,M/D/Ni,20-26,Mt. Summer,,,20,True,11,False,
2090,Mt. Summer 3F 2 2,Magcargo,219,20,26,,,Common,Land,sprites/magcargo.png,M/D/Ni,20-26,Mt. Summer,,,20,True,11,False,
2091,Mt. Summer 3F 2 2,Magcargo,219,20,26,,,Uncommon,Land,sprites/magcargo.png,M/D/Ni,20-26,Mt. Summer,,,20,True,11,False,
2092,Nap Cave,Zubat,41,45,48,,,Common,Land,sprites/zubat.png,M/D/Ni,45-48,Nap Cave,Nap Cave,Hoenn,45,True,5,False,
2093,Nap Cave,Misdreavus,200,45,45,Spell Tag,,Uncommon,Land,sprites/misdreavus.png,M/D/Ni,45-45,Nap Cave,Nap Cave,Hoenn,45,True,5,False,
2094,Nap Cave,Jigglypuff,39,44,44,Oran Berry,,Common,Land,sprites/jigglypuff.png,M/D/Ni,44-44,Nap Cave,Nap Cave,Hoenn,45,False,2,False,
2095,Nap Cave,Haunter,93,45,49,Spell Tag,,Common,Land,sprites/haunter.png,M/D/Ni,45-49,Nap Cave,Nap Cave,Hoenn,45,True,5,False,
2096,Nap Cave,Nosepass,299,45,50,Magnet,,Rare,Land,sprites/nosepass.png,M/D/Ni,45-50,Nap Cave,Nap Cave,Hoenn,45,True,5,False,
2097,Nap Cave,Whismur,293,45,50,Chesto Berry,,Common,Land,sprites/whismur.png,M/D/Ni,45-50,Nap Cave,Nap Cave,Hoenn,45,True,5,False,
2098,Nap Cave,Spiritomb,442,42,42,,Required,Rare,Land,sprites/spiritomb.png,M/D/Ni,42-42,Nap Cave,Nap Cave,Hoenn,45,False,2,False,
2099,Nap Cave B1F,Zubat,41,45,48,,,Common,Land,sprites/zubat.png,M/D/Ni,45-48,Nap Cave,Nap Cave,Hoenn,45,True,4,False,
2100,Nap Cave B1F,Gastly,92,39,39,,,Common,Land,sprites/gastly.png,M/D/Ni,39-39,Nap Cave,Nap Cave,Hoenn,45,False,3,False,
2101,Nap Cave B1F,Misdreavus,200,45,45,Spell Tag,,Uncommon,Land,sprites/misdreavus.png,M/D/Ni,45-45,Nap Cave,Nap Cave,Hoenn,45,True,4,False,
2102,Nap Cave B1F,Golbat,42,42,42,,,Common,Land,sprites/golbat.png,M/D/Ni,42-42,Nap Cave,Nap Cave,Hoenn,45,False,3,False,
2103,Nap Cave B1F,Jigglypuff,39,44,44,Oran Berry,,Common,Land,sprites/jigglypuff.png,M/D/Ni,44-44,Nap Cave,Nap Cave,Hoenn,45,False,3,False,
2104,Nap Cave B1F,Haunter,93,45,48,Spell Tag,,Common,Land,sprites/haunter.png,M/D/Ni,45-48,Nap Cave,Nap Cave,Hoenn,45,True,4,False,
2105,Nap Cave B1F,Whismur,293,45,48,Chesto Berry,,Common,Land,sprites/whismur.png,M/D/Ni,45-48,Nap Cave,Nap Cave,Hoenn,45,True,4,False,
2106,Old Chateau 1F,Zubat,41,11,14,,,Common,Land,sprites/zubat.png,M/D/Ni,11-14,Old Chateau,,,20,False,7,False,
2107,Old Chateau 1F,Gastly,92,11,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,11-14,Old Chateau,,,20,False,7,False,
2108,Old Chateau 1F,Golbat,42,11,14,,,Common,Land,sprites/golbat.png,M/D/Ni,11-14,Old Chateau,,,20,False,7,False,
2109,Old Chateau 1F,Haunter,93,11,14,,,Uncommon,Land,sprites/haunter.png,M/D/Ni,11-14,Old Chateau,,,20,False,7,False,
2110,Old Chateau 1F,Drowzee,96,11,14,,,Common,Land,sprites/drowzee.png,M/D,11-14,Old Chateau,,,20,False,7,False,
2111,Old Chateau 1F,Espurr,677,20,22,,Required,Rare,Land,sprites/espurr.png,M/D/Ni,20-22,Old Chateau,,,20,True,1,True,20-22
2112,Old Chateau 1F,Unown,201,11,14,,,Common,Land,sprites/unown.png,M/D/Ni,11-14,Old Chateau,,,20,False,7,False,
2113,Old Chateau 1F,Patrat,504,11,14,,,Common,Land,sprites/patrat.png,M/D/Ni,11-14,Old Chateau,,,20,False,7,False,
2114,Old Chateau 1F 1F,Zubat,41,11,14,,,Common,Land,sprites/zubat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2115,Old Chateau 1F 1F,Gastly,92,11,14,,,Common,Land,sprites/gastly.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2116,Old Chateau 1F 1F,Misdreavus,200,11,14,,,Uncommon,Land,sprites/misdreavus.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2117,Old Chateau 1F 1F,Golbat,42,11,14,,,Common,Land,sprites/golbat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2118,Old Chateau 1F 1F,Rattata,19,11,14,,Required,Common,Land,sprites/rattata.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2119,Old Chateau 1F 1F,Haunter,93,11,14,,,Uncommon,Land,sprites/haunter.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2120,Old Chateau 1F 1F,Patrat,504,11,14,,Required,Common,Land,sprites/patrat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2121,Old Chateau 1F 1F,Gengar,94,11,14,,,Rare,Land,sprites/gengar.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2122,Old Chateau 1F 2R,Zubat,41,11,14,,,Common,Land,sprites/zubat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2123,Old Chateau 1F 2R,Gastly,92,11,14,,,Common,Land,sprites/gastly.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2124,Old Chateau 1F 2R,Misdreavus,200,11,14,,,Uncommon,Land,sprites/misdreavus.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2125,Old Chateau 1F 2R,Golbat,42,11,14,,,Common,Land,sprites/golbat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2126,Old Chateau 1F 2R,Rattata,19,11,14,,Required,Common,Land,sprites/rattata.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2127,Old Chateau 1F 2R,Haunter,93,11,14,,,Uncommon,Land,sprites/haunter.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2128,Old Chateau 1F 2R,Patrat,504,11,14,,Required,Common,Land,sprites/patrat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2129,Old Chateau 1F 2R,Gengar,94,11,14,,,Rare,Land,sprites/gengar.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2130,Old Chateau 2F,Zubat,41,11,14,,,Common,Land,sprites/zubat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2131,Old Chateau 2F,Gastly,92,11,14,,,Common,Land,sprites/gastly.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2132,Old Chateau 2F,Misdreavus,200,11,14,,,Uncommon,Land,sprites/misdreavus.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2133,Old Chateau 2F,Golbat,42,11,14,,,Common,Land,sprites/golbat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2134,Old Chateau 2F,Rattata,19,11,14,,Required,Common,Land,sprites/rattata.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2135,Old Chateau 2F,Haunter,93,11,14,,,Uncommon,Land,sprites/haunter.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2136,Old Chateau 2F,Patrat,504,11,14,,Required,Common,Land,sprites/patrat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2137,Old Chateau 2F,Gengar,94,11,14,,,Rare,Land,sprites/gengar.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2138,Old Chateau 2F 1R,Zubat,41,11,14,,,Common,Land,sprites/zubat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2139,Old Chateau 2F 1R,Gastly,92,11,14,,,Common,Land,sprites/gastly.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2140,Old Chateau 2F 1R,Misdreavus,200,11,14,,,Uncommon,Land,sprites/misdreavus.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2141,Old Chateau 2F 1R,Golbat,42,11,14,,,Common,Land,sprites/golbat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2142,Old Chateau 2F 1R,Rattata,19,11,14,,Required,Common,Land,sprites/rattata.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2143,Old Chateau 2F 1R,Haunter,93,11,14,,,Uncommon,Land,sprites/haunter.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2144,Old Chateau 2F 1R,Patrat,504,11,14,,Required,Common,Land,sprites/patrat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2145,Old Chateau 2F 1R,Gengar,94,11,14,,,Rare,Land,sprites/gengar.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2146,Old Chateau 2F 2R,Zubat,41,11,14,,,Common,Land,sprites/zubat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2147,Old Chateau 2F 2R,Gastly,92,11,14,,,Common,Land,sprites/gastly.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2148,Old Chateau 2F 2R,Misdreavus,200,11,14,,,Uncommon,Land,sprites/misdreavus.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2149,Old Chateau 2F 2R,Golbat,42,11,14,,,Common,Land,sprites/golbat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2150,Old Chateau 2F 2R,Rattata,19,11,14,,Required,Common,Land,sprites/rattata.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2151,Old Chateau 2F 2R,Haunter,93,11,14,,,Uncommon,Land,sprites/haunter.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2152,Old Chateau 2F 2R,Patrat,504,11,14,,Required,Common,Land,sprites/patrat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2153,Old Chateau 2F 2R,Gengar,94,11,14,,,Rare,Land,sprites/gengar.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2154,Old Chateau 2F 3R,Zubat,41,11,14,,,Common,Land,sprites/zubat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2155,Old Chateau 2F 3R,Gastly,92,11,14,,,Common,Land,sprites/gastly.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2156,Old Chateau 2F 3R,Misdreavus,200,11,14,,,Uncommon,Land,sprites/misdreavus.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2157,Old Chateau 2F 3R,Golbat,42,11,14,,,Common,Land,sprites/golbat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2158,Old Chateau 2F 3R,Rattata,19,11,14,,Required,Common,Land,sprites/rattata.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2159,Old Chateau 2F 3R,Haunter,93,11,14,,,Uncommon,Land,sprites/haunter.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2160,Old Chateau 2F 3R,Patrat,504,11,14,,Required,Common,Land,sprites/patrat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2161,Old Chateau 2F 3R,Gengar,94,11,14,,,Rare,Land,sprites/gengar.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2162,Old Chateau 2F 4R,Zubat,41,11,14,,,Common,Land,sprites/zubat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2163,Old Chateau 2F 4R,Gastly,92,11,14,,,Common,Land,sprites/gastly.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2164,Old Chateau 2F 4R,Misdreavus,200,11,14,,,Uncommon,Land,sprites/misdreavus.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2165,Old Chateau 2F 4R,Golbat,42,11,14,,,Common,Land,sprites/golbat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2166,Old Chateau 2F 4R,Rattata,19,11,14,,Required,Common,Land,sprites/rattata.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2167,Old Chateau 2F 4R,Haunter,93,11,14,,,Uncommon,Land,sprites/haunter.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2168,Old Chateau 2F 4R,Patrat,504,11,14,,Required,Common,Land,sprites/patrat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2169,Old Chateau 2F 4R,Gengar,94,11,14,,,Rare,Land,sprites/gengar.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2170,Old Chateau 2F 5R,Zubat,41,11,14,,,Common,Land,sprites/zubat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2171,Old Chateau 2F 5R,Gastly,92,11,14,,,Common,Land,sprites/gastly.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2172,Old Chateau 2F 5R,Misdreavus,200,11,14,,,Uncommon,Land,sprites/misdreavus.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2173,Old Chateau 2F 5R,Golbat,42,11,14,,,Common,Land,sprites/golbat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2174,Old Chateau 2F 5R,Rattata,19,11,14,,Required,Common,Land,sprites/rattata.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2175,Old Chateau 2F 5R,Haunter,93,11,14,,,Uncommon,Land,sprites/haunter.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2176,Old Chateau 2F 5R,Patrat,504,11,14,,Required,Common,Land,sprites/patrat.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2177,Old Chateau 2F 5R,Gengar,94,11,14,,,Rare,Land,sprites/gengar.png,M/D,11-14,Old Chateau,,,11,True,8,False,
2178,Pitch Black Cave,Zubat,41,30,32,,,Common,Land,sprites/zubat.png,M/D/Ni,30-32,Pitch Black Cave,Pitch Black Cave,,30,True,7,False,
2179,Pitch Black Cave,Golbat,42,30,32,,,Common,Land,sprites/golbat.png,M/D/Ni,30-32,Pitch Black Cave,Pitch Black Cave,,30,True,7,False,
2180,Pitch Black Cave,Stunky,434,30,32,Smoke Ball,,Uncommon,Land,sprites/stunky.png,M/D/Ni,30-32,Pitch Black Cave,Pitch Black Cave,,30,True,7,False,
2181,Pitch Black Cave,Scraggy,559,30,30,,,Rare,Land,sprites/scraggy.png,M/D/Ni,30-30,Pitch Black Cave,Pitch Black Cave,,30,True,7,False,
2182,Pitch Black Cave,Dugtrio,51,30,32,Soft Sand,,Common,Land,sprites/dugtrio.png,M/D/Ni,30-32,Pitch Black Cave,Pitch Black Cave,,30,True,7,False,
2183,Pitch Black Cave,Gulpin,316,30,32,Iapapa Berry,,Uncommon,Land,sprites/gulpin.png,M/D/Ni,30-32,Pitch Black Cave,Pitch Black Cave,,30,True,7,False,
2184,Pitch Black Cave,Inkay,686,30,32,TwistedSpoon,,Rare,Land,sprites/inkay.png,M/D/Ni,30-32,Pitch Black Cave,Pitch Black Cave,,30,True,7,False,
2185,Pokemon Tower B1,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,23,False,2,False,
2186,Pokemon Tower B1,Gastly,92,23,23,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,23-23,Pokemon Tower,,,23,True,1,True,23-23
2187,Pokemon Tower B1,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,23,False,2,False,
2188,Pokemon Tower B10,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2189,Pokemon Tower B10,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2190,Pokemon Tower B10,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2191,Pokemon Tower B11,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2192,Pokemon Tower B11,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2193,Pokemon Tower B11,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2194,Pokemon Tower B12,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2195,Pokemon Tower B12,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2196,Pokemon Tower B12,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2197,Pokemon Tower B13,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2198,Pokemon Tower B13,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2199,Pokemon Tower B13,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2200,Pokemon Tower B14,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2201,Pokemon Tower B14,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2202,Pokemon Tower B14,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2203,Pokemon Tower B15,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2204,Pokemon Tower B15,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2205,Pokemon Tower B15,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2206,Pokemon Tower B16,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2207,Pokemon Tower B16,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2208,Pokemon Tower B16,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2209,Pokemon Tower B17,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2210,Pokemon Tower B17,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2211,Pokemon Tower B17,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2212,Pokemon Tower B18,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2213,Pokemon Tower B18,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2214,Pokemon Tower B18,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2215,Pokemon Tower B19,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2216,Pokemon Tower B19,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2217,Pokemon Tower B19,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2218,Pokemon Tower B2,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2219,Pokemon Tower B2,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2220,Pokemon Tower B2,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2221,Pokemon Tower B20,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2222,Pokemon Tower B20,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2223,Pokemon Tower B20,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2224,Pokemon Tower B21,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2225,Pokemon Tower B21,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2226,Pokemon Tower B21,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2227,Pokemon Tower B22,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2228,Pokemon Tower B22,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2229,Pokemon Tower B22,Rattata,19,10,14,,,Common,Land,sprites/rattata.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2230,Pokemon Tower B23,Zubat,41,10,14,,,Common,Land,sprites/zubat.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
2231,Pokemon Tower B23,Gastly,92,10,14,,,Uncommon,Land,sprites/gastly.png,M/D/Ni,10-14,Pokemon Tower,,,10,True,3,False,
