Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier,Fishing,FishingOnly,RequiredRod
Diamond Domain B1F,Psyduck,54,1,1,1,21,25,,0,Common,1,0,Good Rod
Diamond Domain B1F,Seel,86,1,1,1,22,26,,0,Common,1,0,Old Rod
Diamond Domain B1F,Seel,86,1,1,1,22,26,,0,Common,1,0,Old Rod
Diamond Domain B1F,Shellder,90,1,1,1,22,26,,0,Uncommon,1,1,Super Rod
Diamond Domain B1F,Slowpoke,79,1,1,1,22,26,,0,Common,1,0,Old Rod
Diamond Domain B1F,Slowpoke,79,1,1,1,22,26,,0,Common,1,0,Old Rod
Diamond Domain B1F,Staryu,120,1,1,1,22,26,,0,Uncommon,1,0,Super Rod
Diamond Domain B1F,Staryu,120,1,1,1,22,26,,0,Uncommon,1,0,Super Rod
Diamond Domain Main Cave,Clamperl,366,1,1,1,22,26,Deep Sea Tooth,0,Uncommon,1,1,Good Rod
Diamond Domain Main Cave,Goldeen,118,1,1,1,22,26,,0,Common,1,0,Good Rod
Diamond Domain Main Cave,Psyduck,54,1,1,1,22,26,,0,Common,1,0,Old Rod
Diamond Domain Main Cave,Shellder,90,1,1,1,22,26,,0,Uncommon,1,1,Super Rod
Diamond Domain Main Cave,Slowpoke,79,1,1,1,22,26,,0,Common,1,0,Old Rod
Diamond Domain Main Cave,Staryu,120,1,1,1,22,26,,0,Uncommon,1,1,Super Rod
Diamond Empire Entry,Chinchou,170,1,1,1,22,31,,0,Common,0,0,
Diamond Empire Entry,Feebas,349,1,1,1,22,31,,0,Rare,0,0,
Diamond Empire Entry,Finneon,456,1,1,1,22,31,,0,Uncommon,0,0,
Diamond Empire Entry,Lotad,270,1,1,1,22,31,,0,Uncommon,0,0,
Diamond Empire Entry,Mantyke,458,1,1,1,22,26,,0,Uncommon,0,0,
Diamond Empire Entry,Shellos,422,1,1,1,22,31,,0,Rare,0,0,
Diamond Empire Entry,Slowpoke,79,1,1,1,22,31,,0,Common,0,0,
Diamond Empire Entry,Wooper,194,1,1,1,22,31,,0,Common,0,0,
Diamond Empire Pathway Underwater,Chinchou,170,1,1,1,21,25,Deep Sea Scale,0,Common,0,0,
Diamond Empire Pathway Underwater,Clamperl,366,1,1,1,21,25,Deep Sea Tooth,0,Uncommon,0,0,
Diamond Empire Pathway Underwater,Lanturn,171,1,1,1,21,25,,0,Rare,0,0,
Diamond Empire Pathway Underwater,Magikarp,129,1,1,1,21,25,,0,Common,0,0,
Diamond Empire Pathway Underwater,Mantyke,458,1,1,1,21,25,,0,Uncommon,0,0,
Diamond Empire Pathway Underwater,Relicanth,369,1,1,1,21,25,,0,Rare,0,0,
Diamond Empire Pathway Underwater,Remoraid,223,1,1,1,21,25,,0,Uncommon,0,0,
Diamond Empire Pathway Underwater,Tentacool,72,1,1,1,21,25,,0,Common,0,0,
Digletts Cave B2F,Horsea,116,1,1,1,20,25,Dragon Scale,0,Common,1,0,Good Rod
Digletts Cave B2F,Krabby,98,1,1,1,20,25,,0,Common,1,0,Old Rod
Digletts Cave B2F,Magikarp,129,1,1,1,14,19,,0,Common,1,1,Old Rod
Digletts Cave B2F,Shellder,90,1,1,1,17,22,Pearl,0,Rare,1,1,Super Rod
Digletts Cave B2F,Slowpoke,79,1,1,1,20,25,,0,Common,1,0,Good Rod
Digletts Cave B2F,Wooper,194,1,1,1,20,25,,0,Common,1,0,Good Rod
Dock Island,Goldeen,118,1,1,1,10,14,,0,Common,0,0,
Dock Island,Krabby,98,1,1,1,10,14,,0,Common,0,0,
Dock Island,Lotad,270,1,1,1,10,14,,1,Uncommon,0,0,
Dock Island,Psyduck,54,1,1,1,10,14,,1,Common,0,0,
Dock Island,Quagsire,195,0,0,1,10,14,,0,Uncommon,0,0,
Dock Island,Surskit,283,1,1,1,10,14,,0,Uncommon,0,0,
Dock Island,Wooper,194,1,0,1,10,14,,0,Common,0,0,
Dragons Den,Corphish,341,1,1,1,50,54,,1,Rare,0,0,
Dragons Den,Dratini,147,1,1,1,55,59,,0,Rare,0,0,
Dragons Den,Golbat,42,1,1,1,50,54,,0,Common,0,0,
Dragons Den,Goomy,704,1,1,1,50,54,,1,Rare,0,0,
Dragons Den,Gyarados,130,1,1,1,50,54,,0,Uncommon,0,0,
Dragons Den,Horsea,116,1,1,1,50,54,Dragon Scale,0,Common,0,0,
Dragons Den,Kingler,99,1,1,1,50,54,,0,Common,0,0,
Dragons Den,Seadra,117,1,1,1,50,54,Dragon Scale,0,Uncommon,0,0,
Dragons Shrine,Azumarill,184,1,1,1,60,64,,0,Uncommon,0,0,
Dragons Shrine,Dewgong,87,1,1,1,60,64,,0,Common,0,0,
Dragons Shrine,Dratini,147,1,1,1,60,64,,0,Rare,0,0,
Dragons Shrine,Golbat,42,1,1,1,60,64,,0,Common,0,0,
Dragons Shrine,Lapras,131,1,1,1,60,64,,0,Rare,0,0,
Dragons Shrine,Seadra,117,1,1,1,60,64,,0,Uncommon,0,0,
Dragons Shrine,Skrelp,690,1,1,1,60,64,,1,Rare,0,0,
Dragons Shrine,Tentacruel,73,1,1,1,60,64,,0,Common,0,0,
Dragonspiral Tower Exterior,Carvanha,318,1,1,1,21,25,,0,Uncommon,0,0,
Dragonspiral Tower Exterior,Clauncher,692,1,1,1,21,25,,0,Rare,0,0,
Dragonspiral Tower Exterior,Krabby,98,1,1,1,21,25,,0,Common,0,0,
Dragonspiral Tower Exterior,Lotad,270,1,1,1,21,25,,0,Uncommon,0,0,
Dragonspiral Tower Exterior,Magikarp,129,1,1,1,21,25,,0,Common,0,0,
Dragonspiral Tower Exterior,Marill,183,1,1,1,21,25,,0,Uncommon,0,0,
Dragonspiral Tower Exterior,Panpour,515,1,1,1,21,25,,0,Uncommon,0,0,
Dragonspiral Tower Exterior,Tympole,535,1,1,1,21,25,,0,Rare,0,0,
Ecruteak City,Krabby,98,1,1,1,15,25,,0,Common,1,0,Old Rod
Ecruteak City,Magikarp,129,1,1,1,15,25,,0,Common,1,0,Old Rod
Ecruteak City,Poliwag,60,1,1,1,15,25,Kings Rock,0,Common,1,0,Old Rod
Ecruteak City,Poliwhirl,61,1,1,1,15,25,Kings Rock,0,Uncommon,1,0,Super Rod
Eindoak Waterway,Golduck,55,1,1,1,25,31,,0,Common,0,0,
Eindoak Waterway,Goomy,704,1,1,1,25,31,,0,Rare,0,0,
Eindoak Waterway,Marill,183,1,1,1,25,31,,0,Uncommon,0,0,
Eindoak Waterway,Psyduck,54,1,1,1,25,31,,0,Common,0,0,
Eindoak Waterway,Spheal,363,1,1,1,25,31,,0,Uncommon,0,0,
Eindoak Waterway,Staryu,120,1,1,1,25,31,,0,Rare,0,0,
Eindoak Waterway,Tentacool,72,1,1,1,25,31,,0,Common,0,0,
Eindoak Waterway,Tentacruel,73,1,1,1,25,31,,0,Common,0,0,
Eriyadu Town,Carvanha,318,1,1,1,35,39,,0,Uncommon,0,0,
Eriyadu Town,Finneon,456,1,1,1,35,39,,0,Uncommon,0,0,
Eriyadu Town,Frillish,592,1,1,1,35,39,,0,Rare,0,0,
Eriyadu Town,Horsea,116,1,1,1,35,39,Dragon Scale,0,Common,0,0,
Eriyadu Town,Lumineon,457,1,1,1,35,39,,0,Uncommon,0,0,
Eriyadu Town,Luvdisc,370,1,1,1,35,39,,0,Uncommon,0,0,
Eterna City,Barboach,339,1,1,1,20,30,,0,Uncommon,1,0,Super Rod
Eterna City,Buizel,418,1,1,1,20,30,,1,Uncommon,0,0,
Eterna City,Golduck,55,1,1,1,20,30,,0,Common,1,0,Super Rod
Eterna City,Gyarados,130,1,1,1,20,30,,0,Uncommon,1,0,Super Rod
Eterna City,Magikarp,129,1,1,1,20,30,,0,Common,1,0,Old Rod
Eterna City,Psyduck,54,1,1,1,20,30,,0,Common,1,0,Old Rod
Eterna City,Whiscash,340,1,1,1,20,30,,0,Rare,1,0,Super Rod
Ever Grande City,Corsola,222,1,1,1,25,30,,0,Common,1,0,Old Rod
Ever Grande City,Luvdisc,370,1,1,1,25,30,,0,Uncommon,1,0,Super Rod
Ever Grande City,Magikarp,129,1,1,1,20,25,,1,Common,1,0,Old Rod
Ever Grande City,Tentacool,72,1,1,1,24,29,,0,Common,1,0,Old Rod
Ever Grande City,Tentacruel,73,1,1,1,29,34,,0,Common,1,0,Old Rod
Ever Grande City,Wailmer,320,1,1,1,28,33,,0,Uncommon,1,0,Good Rod
Evergreen Island Frozen Cave,Azurill,298,1,1,1,25,31,,0,Rare,0,0,
Evergreen Island Frozen Cave,Dratini,147,1,1,1,25,31,,0,Rare,0,0,
Evergreen Island Frozen Cave,Marill,183,1,1,1,25,31,,0,Uncommon,0,0,
Evergreen Island Frozen Cave,Psyduck,54,1,1,1,25,31,,0,Common,0,0,
Evergreen Island Frozen Cave,Seel,86,1,1,1,25,31,Aspear Berry,0,Common,0,0,
Evergreen Island Frozen Cave,Slowbro,80,1,1,1,25,31,Kings Rock,0,Common,0,0,
Evergreen Island Frozen Cave,Spheal,363,1,1,1,25,31,,0,Uncommon,0,0,
Evergreen Island Frozen Cave,Tentacool,72,1,1,1,25,31,Poison Barb,0,Common,0,0,
Evergreen Island Frozen Path,Alomomola,594,1,1,1,25,31,,0,Rare,0,0,
Evergreen Island Frozen Path,Carvanha,318,1,1,1,25,31,Deep Sea Tooth,0,Uncommon,0,0,
Evergreen Island Frozen Path,Dratini,147,1,1,1,25,31,,0,Rare,0,0,
Evergreen Island Frozen Path,Magikarp,129,1,1,1,25,31,,0,Common,0,0,
Evergreen Island Frozen Path,Marill,183,1,1,1,25,31,,0,Uncommon,0,0,
Evergreen Island Frozen Path,Psyduck,54,1,1,1,25,31,,0,Common,0,0,
Evergreen Island Frozen Path,Slowbro,80,1,1,1,25,31,Kings Rock,0,Common,0,0,
Evergreen Island Frozen Path,Spheal,363,1,1,1,25,31,,0,Uncommon,0,0,
Evergreen Island Frozen Path,Tentacool,72,1,1,1,25,31,,0,Common,0,0,
Evergreen Island Valley,Magikarp,129,1,1,1,25,31,,0,Common,0,0,
Evergreen Island Valley,Marill,183,1,1,1,25,31,,0,Uncommon,0,0,
Evergreen Island Valley,Mudkip,258,1,1,1,25,31,,0,Rare,0,0,
Evergreen Island Valley,Psyduck,54,1,1,1,25,31,,0,Common,0,0,
Evergreen Island Valley,Shellder,90,1,1,1,25,31,Shell Bell,0,Uncommon,0,0,
Evergreen Island Valley,Spheal,363,1,1,1,25,31,,0,Uncommon,0,0,
Evergreen Island Valley,Tentacool,72,1,1,1,25,31,Poison Barb,0,Common,0,0,
Evergreen Island Valley,Tympole,535,1,1,1,25,31,Persim Berry,0,Rare,0,0,
Evergreen Island Valley,Wooper,194,1,1,1,25,31,,0,Common,0,0,
Evergreen Waterway,Golduck,55,1,1,1,25,31,,0,Common,1,0,Old Rod
Evergreen Waterway,Psyduck,54,1,1,1,25,31,,0,Common,1,0,Old Rod
Evergreen Waterway,Tentacool,72,1,1,1,25,31,,0,Common,1,0,Old Rod
Evergreen Waterway,Tentacruel,73,1,1,1,25,31,,0,Common,1,0,Old Rod
Fire Island,Goldeen,118,1,1,1,15,19,,0,Common,1,1,Old Rod
Fire Island,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,1,1,Good Rod
Fire Island,Magikarp,129,1,1,1,15,19,,0,Common,1,1,Old Rod
Fire Island,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,1,1,Old Rod
Fire Island,Seaking,119,1,1,1,15,19,,0,Uncommon,1,1,Old Rod
Fire Island,Tentacool,72,1,1,1,15,19,,0,Common,1,1,Old Rod
Fire Island,Tentacruel,73,1,1,1,15,19,,0,Common,1,1,Old Rod
Fire Island,Wooper,194,1,1,1,15,19,,0,Common,1,1,Old Rod
Fire Island Seaway,Goldeen,118,1,1,1,15,19,,0,Common,1,1,Old Rod
Fire Island Seaway,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,1,1,Good Rod
Fire Island Seaway,Magikarp,129,1,1,1,15,19,,0,Common,1,1,Old Rod
Fire Island Seaway,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,1,1,Old Rod
Fire Island Seaway,Seaking,119,1,1,1,15,19,,0,Uncommon,1,1,Old Rod
Fire Island Seaway,Tentacool,72,1,1,1,15,19,,0,Common,1,1,Old Rod
Fire Island Seaway,Tentacruel,73,1,1,1,15,19,,0,Common,1,1,Old Rod
Fire Island Seaway,Wooper,194,1,1,1,15,19,,0,Common,1,1,Old Rod
Five Island,Hoppip,187,1,1,0,15,19,,0,Common,1,0,Old Rod
Five Island,Horsea,116,1,1,1,16,20,Dragon Scale,0,Common,1,0,Good Rod
Five Island,Krabby,98,1,1,1,15,19,,0,Common,1,0,Old Rod
Five Island,Magikarp,129,1,1,1,16,20,,0,Common,1,1,Old Rod
Five Island,Psyduck,54,1,1,1,16,20,,0,Common,1,0,Good Rod
Five Island,Shellder,90,1,1,1,16,20,Big Pearl,0,Uncommon,0,0,
Five Island,Slowpoke,79,1,1,1,16,20,,0,Common,1,0,Good Rod
Five Island,Staryu,120,0,0,1,16,20,,0,Uncommon,1,1,Super Rod
Five Island,Tentacool,72,1,1,1,16,20,,0,Common,1,0,Old Rod
Five Island,Tentacruel,73,1,1,1,33,37,,0,Common,1,0,Super Rod
Five Isle Meadow,Hoppip,187,0,1,0,15,19,,0,Common,1,0,Good Rod
Five Isle Meadow,Horsea,116,1,1,1,16,20,Dragon Scale,0,Common,1,0,Good Rod
Five Isle Meadow,Krabby,98,1,1,1,16,20,,0,Common,1,0,Old Rod
Five Isle Meadow,Magikarp,129,1,1,1,16,20,,0,Common,1,1,Old Rod
Five Isle Meadow,Tentacool,72,1,1,1,15,19,,0,Common,1,0,Old Rod
Five Isle Meadow,Tentacruel,73,0,1,0,33,37,,0,Common,1,0,Super Rod
Four Island,Chinchou,170,1,1,1,5,35,Deep Sea Scale,0,Common,1,1,Good Rod
Four Island,Corsola,222,1,1,0,5,35,,0,Uncommon,1,0,Good Rod
Four Island,Goldeen,118,1,1,1,5,35,,0,Common,1,0,Good Rod
Four Island,Golduck,55,1,1,1,5,35,,0,Common,1,0,Super Rod
Four Island,Gyarados,130,1,1,1,5,35,,0,Uncommon,1,0,Super Rod
Four Island,Lotad,270,1,1,1,5,35,,1,Uncommon,1,0,Super Rod
Four Island,Magikarp,129,1,1,1,5,35,,0,Common,1,1,Old Rod
Four Island,Marill,183,1,1,1,5,35,,0,Uncommon,1,0,Super Rod
Four Island,Poliwag,60,0,0,1,5,35,Kings Rock,0,Common,1,0,Good Rod
Four Island,Psyduck,54,1,1,1,5,35,,0,Common,1,0,Old Rod
Four Island,Surskit,283,1,1,1,5,35,,0,Uncommon,1,0,Super Rod
Four Island,Tentacool,72,1,1,1,5,35,,0,Common,1,0,Old Rod
Four Island,Tentacruel,73,1,1,1,5,35,,0,Uncommon,1,0,Super Rod
Four Island,Wingull,278,1,1,1,5,35,,0,Uncommon,0,0,
Four Island,Wooper,194,1,1,1,5,35,,0,Common,0,0,
Frozen Cave,Dewgong,87,1,1,1,20,24,,0,Common,0,0,
Frozen Cave,Golduck,55,1,1,1,20,24,,0,Common,0,0,
Frozen Cave,Horsea,116,1,1,1,20,25,Dragon Scale,0,Common,1,0,Old Rod
Frozen Cave,Krabby,98,1,1,1,20,25,,0,Common,1,0,Old Rod
Frozen Cave,Lapras,131,1,1,1,20,25,,1,Rare,0,0,
Frozen Cave,Magikarp,129,1,1,1,20,25,,0,Common,1,0,Old Rod
Frozen Cave,Poliwag,60,0,0,1,20,25,Kings Rock,0,Common,1,0,Old Rod
Frozen Cave,Psyduck,54,1,1,1,20,24,,0,Common,0,0,
Frozen Cave,Quagsire,195,1,1,1,20,24,,0,Common,0,0,
Frozen Cave,Seadra,117,1,1,1,20,25,,0,Uncommon,1,0,Old Rod
Frozen Cave,Seel,86,1,1,1,20,24,,0,Common,0,0,
Frozen Cave,Spheal,363,1,1,1,20,25,,0,Uncommon,1,0,Super Rod
Frozen Cave B2F,Clamperl,366,1,1,1,25,31,Pearl,0,Uncommon,0,0,
Frozen Cave B2F,Goomy,704,1,1,1,25,31,Roseli Berry,0,Rare,0,0,
Frozen Cave B2F,Horsea,116,1,1,1,25,31,Dragon Scale,0,Common,0,0,
Frozen Cave B2F,Marill,183,1,1,1,25,31,,0,Uncommon,0,0,
Frozen Cave B2F,Psyduck,54,1,1,1,25,31,,0,Common,0,0,
Frozen Cave B2F,Spheal,363,1,1,1,25,31,,0,Uncommon,0,0,
Frozen Cave B2F,Tentacool,72,1,1,1,25,31,Poison Barb,0,Common,0,0,
Frozen Cave B2F,Tympole,535,1,1,1,25,31,Persim Berry,0,Rare,0,0,
Fuchsia City,Goldeen,118,1,1,1,10,15,,0,Common,1,1,Super Rod
Fuchsia City,Gyarados,130,1,1,1,20,20,,0,Common,1,1,Super Rod
Fuchsia City,Horsea,116,1,1,0,15,20,Dragon Scale,0,Common,1,1,Super Rod
Fuchsia City,Krabby,98,1,1,1,10,15,,0,Common,1,1,Good Rod
Fuchsia City,Magikarp,129,1,1,1,10,15,,0,Common,1,1,Old Rod
Fuchsia City,Politoed,186,1,1,1,20,20,Kings Rock,1,Rare,1,1,Super Rod
Fuchsia City,Poliwag,60,1,0,1,10,15,Kings Rock,0,Common,1,1,Good Rod
Fuego Ironworks,Finneon,456,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Fuego Ironworks,Gastrodon,423,1,1,1,20,32,,0,Rare,0,0,
Fuego Ironworks,Gyarados,130,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Fuego Ironworks,Magikarp,129,1,1,1,20,32,,0,Common,1,0,Old Rod
Fuego Ironworks,Pelipper,279,1,1,1,20,32,,0,Uncommon,0,0,
Fuego Ironworks,Shellder,90,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Fuego Ironworks,Shellos,422,1,1,1,20,32,,0,Rare,0,0,
Fuego Ironworks,Tentacruel,73,1,1,1,20,32,,0,Uncommon,1,0,Old Rod
Fuego Ironworks,Wingull,278,1,1,1,20,32,,0,Common,0,0,
Galeras Island East,Chinchou,170,1,1,1,27,33,Deep Sea Scale,0,Common,1,0,Old Rod
Galeras Island South,Basculin,550,1,1,1,25,31,,0,Rare,1,0,Super Rod
Galeras Island South,Corsola,222,1,1,1,25,31,,0,Uncommon,0,0,
Galeras Island South,Finneon,456,1,1,1,25,31,,0,Uncommon,1,0,Good Rod
Galeras Island South,Golduck,55,1,1,1,25,31,,0,Common,1,0,Good Rod
Galeras Island South,Psyduck,54,1,1,1,25,31,,0,Common,1,0,Old Rod
Galeras Island South,Tentacool,72,1,1,1,25,31,,0,Common,1,0,Old Rod
Galeras Island South,Tentacruel,73,1,1,1,25,31,,0,Common,1,0,Good Rod
Ghoul Swamp,Azurill,298,1,1,1,16,20,,0,Rare,0,0,
Ghoul Swamp,Gastly,92,1,1,1,7,11,,0,Common,0,0,
Ghoul Swamp,Haunter,93,1,1,1,7,11,Spell Tag,0,Common,0,0,
Ghoul Swamp,Koffing,109,1,1,1,20,22,Smoke Ball,0,Common,0,0,
Ghoul Swamp,Magikarp,129,1,1,1,21,25,,0,Common,0,0,
Ghoul Swamp,Marill,183,1,1,1,21,25,,0,Uncommon,0,0,
Ghoul Swamp,Spheal,363,1,1,1,21,25,,0,Uncommon,0,0,
Ghoul Swamp,Totodile,158,1,1,1,16,20,,0,Rare,0,0,
Green Path,Horsea,116,1,1,1,12,20,Dragon Scale,0,Common,1,0,Old Rod
Green Path,Kingler,99,1,1,1,16,31,,0,Common,1,0,Good Rod
Green Path,Krabby,98,1,1,1,12,27,,0,Common,1,0,Old Rod
Green Path,Lapras,131,1,1,1,15,30,,0,Rare,1,0,Super Rod
Green Path,Magikarp,129,1,1,1,12,20,,0,Common,1,1,Old Rod
Green Path,Psyduck,54,0,0,1,12,27,,0,Common,1,0,Old Rod
Green Path,Qwilfish,211,1,0,1,12,27,,0,Uncommon,1,1,Super Rod
Green Path,Slowpoke,79,1,1,1,12,27,,0,Common,1,0,Old Rod
Green Path,Tentacruel,73,1,1,1,35,50,,0,Common,1,0,Super Rod
Guild Island,Alomomola,594,1,1,1,42,50,,0,Rare,0,0,
Guild Island,Chinchou,170,1,1,1,42,50,,0,Common,0,0,
Guild Island,Frillish,592,1,1,1,42,50,,0,Rare,0,0,
Guild Island,Grimer-Alolan,3071,1,1,1,42,50,,0,Rare,0,0,
Guild Island,Mantyke,458,1,1,1,42,50,,0,Uncommon,0,0,
Guild Island,Slowpoke,79,1,1,1,42,50,,0,Common,0,0,
Guild Island,Tentacool,72,1,1,1,42,50,,0,Common,0,0,
Guild Island,Tympole,535,1,1,1,42,50,,0,Uncommon,0,0,
High Tide Entrance Room,Golbat,42,1,1,1,30,38,,0,Common,0,0,
High Tide Entrance Room,Magikarp,129,1,1,1,30,38,,0,Common,1,1,Old Rod
High Tide Entrance Room,Noibat,714,0,0,1,30,38,,1,Rare,0,0,
High Tide Entrance Room,Piplup,393,1,1,0,30,38,,0,Rare,0,0,
High Tide Entrance Room,Tentacool,72,1,1,1,30,38,,0,Common,1,0,Old Rod
High Tide Entrance Room,Tentacruel,73,1,1,1,30,38,,0,Common,0,0,
High Tide Entrance Room,Wailmer,320,1,1,1,30,38,,0,Uncommon,1,1,Super Rod
Hoenn Safari Zone Area 2,Barboach,339,1,1,1,28,32,,0,Uncommon,1,0,Good Rod
Hoenn Safari Zone Area 2,Clamperl,366,1,1,1,28,32,Pearl,0,Uncommon,1,0,Good Rod
Hoenn Safari Zone Area 2,Feebas,349,1,1,1,28,32,Prism Scale,0,Rare,1,0,Super Rod
Hoenn Safari Zone Area 2,Frillish,592,1,1,1,28,32,,1,Rare,1,0,Super Rod
Hoenn Safari Zone Area 2,Goldeen,118,1,1,1,28,32,,0,Common,1,0,Old Rod
Hoenn Safari Zone Area 2,Lombre,271,1,1,1,28,32,Mental Herb,0,Common,1,0,Good Rod
Hoenn Safari Zone Area 2,Lotad,270,1,1,1,28,32,Mental Herb,0,Common,1,0,Good Rod
Hoenn Safari Zone Area 2,Seaking,119,1,1,1,28,32,,0,Common,1,0,Good Rod
Hoenn Safari Zone Area 3,Barboach,339,1,1,1,28,32,,0,Uncommon,1,0,Good Rod
Hoenn Safari Zone Area 3,Clamperl,366,1,1,1,28,32,Pearl,0,Uncommon,1,0,Good Rod
Hoenn Safari Zone Area 3,Lotad,270,1,1,1,28,32,Mental Herb,0,Common,0,0,
Hoenn Safari Zone Area 3,Magikarp,129,1,1,1,28,32,,0,Common,1,0,Old Rod
Hoenn Safari Zone Area 3,Poliwag,60,1,1,1,28,32,,0,Common,1,0,Old Rod
Hoenn Safari Zone Area 3,Poliwhirl,61,1,1,1,28,32,Kings Rock,0,Common,1,0,Good Rod
Hoenn Safari Zone Area 3,Swablu,333,1,1,1,16,20,,0,Rare,0,0,
Hoenn Safari Zone Area 3,Tympole,535,1,1,1,28,32,Persim Berry,1,Rare,1,0,Super Rod
Hoenn Safari Zone Area 5,Azurill,298,1,1,0,28,32,,0,Rare,0,0,
Hoenn Safari Zone Area 5,Carvanha,318,0,0,1,28,32,Deep Sea Tooth,0,Uncommon,1,0,Super Rod
Hoenn Safari Zone Area 5,Luvdisc,370,1,1,1,28,32,,0,Uncommon,1,0,Good Rod
Hoenn Safari Zone Area 5,Mudkip,258,1,1,1,10,14,,0,Rare,0,0,
Hoenn Safari Zone Area 5,Octillery,224,1,1,1,28,32,Starf Berry,0,Uncommon,1,0,Super Rod
Hoenn Safari Zone Area 5,Pelipper,279,1,1,1,28,32,,0,Common,0,0,
Hoenn Safari Zone Area 5,Quagsire,195,1,1,1,28,32,,0,Common,1,0,Old Rod
Hoenn Safari Zone Area 5,Wailmer,320,1,1,1,28,32,,0,Uncommon,1,0,Super Rod
Hoenn Safari Zone Area 5,Wingull,278,1,1,1,28,32,,0,Common,0,0,
Hoenn Safari Zone Area 5,Wooper,194,1,1,1,28,32,,0,Common,1,0,Old Rod
Ice Island,Goldeen,118,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,1,1,Good Rod
Ice Island,Magikarp,129,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,1,1,Old Rod
Ice Island,Seaking,119,1,1,1,15,19,,0,Uncommon,1,1,Old Rod
Ice Island,Tentacool,72,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island,Tentacruel,73,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island,Wooper,194,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Frozen,Goldeen,118,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Frozen,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,1,1,Good Rod
Ice Island Frozen,Magikarp,129,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Frozen,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,1,1,Old Rod
Ice Island Frozen,Seaking,119,1,1,1,15,19,,0,Uncommon,1,1,Old Rod
Ice Island Frozen,Tentacool,72,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Frozen,Tentacruel,73,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Frozen,Wooper,194,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Seaway,Goldeen,118,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Seaway,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,1,1,Good Rod
Ice Island Seaway,Magikarp,129,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Seaway,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,1,1,Old Rod
Ice Island Seaway,Seaking,119,1,1,1,15,19,,0,Uncommon,1,1,Old Rod
Ice Island Seaway,Tentacool,72,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Seaway,Tentacruel,73,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Seaway,Wooper,194,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Seaway Frozen,Goldeen,118,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Seaway Frozen,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,1,1,Good Rod
Ice Island Seaway Frozen,Magikarp,129,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Seaway Frozen,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,1,1,Old Rod
Ice Island Seaway Frozen,Seaking,119,1,1,1,15,19,,0,Uncommon,1,1,Old Rod
Ice Island Seaway Frozen,Tentacool,72,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Seaway Frozen,Tentacruel,73,1,1,1,15,19,,0,Common,1,1,Old Rod
Ice Island Seaway Frozen,Wooper,194,1,1,1,15,19,,0,Common,1,1,Old Rod
Icefall Back Cave,Gyarados,130,1,1,1,30,34,,0,Uncommon,1,0,Super Rod
Icefall Back Cave,Horsea,116,1,1,1,30,34,Dragon Scale,0,Common,1,0,Good Rod
Icefall Back Cave,Krabby,98,1,1,1,30,34,,0,Common,1,0,Old Rod
Icefall Back Cave,Lapras,131,1,1,1,41,45,,0,Rare,0,0,
Icefall Back Cave,Magikarp,129,1,1,1,30,34,,0,Common,1,1,Old Rod
Icefall Back Cave,Seadra,117,1,1,1,30,34,,0,Uncommon,1,0,Super Rod
Icefall Back Cave,Tentacool,72,1,1,1,30,34,,0,Common,1,0,Old Rod
Icefall Cave 1F,Goldeen,118,1,1,1,30,34,,0,Common,1,0,Good Rod
Icefall Cave 1F,Horsea,116,1,1,1,30,34,Dragon Scale,0,Common,1,0,Old Rod
Icefall Cave 1F,Krabby,98,1,1,1,30,34,,0,Common,1,0,Old Rod
